id,target,file_path,fold,pred
00001f4945,0,../input/train/0/0/0/00001f4945.npy,0,0.1550293
0002402e11,0,../input/train/0/0/0/0002402e11.npy,0,0.2043457
000288e4a5,1,../input/train/0/0/0/000288e4a5.npy,0,1.0
0002b64784,1,../input/train/0/0/0/0002b64784.npy,0,0.14099121
0004a85055,1,../input/train/0/0/0/0004a85055.npy,0,0.15014648
0006684722,1,../input/train/0/0/0/0006684722.npy,0,1.0
0008c2f476,0,../input/train/0/0/0/0008c2f476.npy,0,0.08081055
0008cf208f,0,../input/train/0/0/0/0008cf208f.npy,0,0.23510742
0009e8c71e,1,../input/train/0/0/0/0009e8c71e.npy,0,0.2355957
000a218fdd,1,../input/train/0/0/0/000a218fdd.npy,0,1.0
000ab7f146,1,../input/train/0/0/0/000ab7f146.npy,0,0.86083984
000c3f2d3e,1,../input/train/0/0/0/000c3f2d3e.npy,0,1.0
000c67c73a,1,../input/train/0/0/0/000c67c73a.npy,0,1.0
000eb55203,0,../input/train/0/0/0/000eb55203.npy,0,0.10797119
000eee8e26,0,../input/train/0/0/0/000eee8e26.npy,0,0.21325684
000efe500e,0,../input/train/0/0/0/000efe500e.npy,0,0.13342285
000f89d73e,0,../input/train/0/0/0/000f89d73e.npy,0,0.13342285
001004180a,0,../input/train/0/0/1/001004180a.npy,0,0.1015625
0012370d42,0,../input/train/0/0/1/0012370d42.npy,0,0.18041992
0012b54664,1,../input/train/0/0/1/0012b54664.npy,0,1.0
0014724021,1,../input/train/0/0/1/0014724021.npy,0,0.14575195
0015c81349,1,../input/train/0/0/1/0015c81349.npy,0,0.7788086
0016d5221a,1,../input/train/0/0/1/0016d5221a.npy,0,0.5180664
00180e4450,1,../input/train/0/0/1/00180e4450.npy,0,0.91503906
0018f964f9,1,../input/train/0/0/1/0018f964f9.npy,0,0.93115234
001d593c4a,1,../input/train/0/0/1/001d593c4a.npy,0,1.0
0020b7510d,1,../input/train/0/0/2/0020b7510d.npy,0,1.0
0021095cf1,1,../input/train/0/0/2/0021095cf1.npy,0,0.98828125
00224cee90,0,../input/train/0/0/2/00224cee90.npy,0,0.19458008
002262bc50,1,../input/train/0/0/2/002262bc50.npy,0,0.12634277
00238b2e73,0,../input/train/0/0/2/00238b2e73.npy,0,0.07836914
00247b6408,0,../input/train/0/0/2/00247b6408.npy,0,0.31860352
0025710dd2,0,../input/train/0/0/2/0025710dd2.npy,0,0.17248535
0025aaf0ca,0,../input/train/0/0/2/0025aaf0ca.npy,0,0.15515137
00271559e6,1,../input/train/0/0/2/00271559e6.npy,0,0.22949219
002756d256,1,../input/train/0/0/2/002756d256.npy,0,1.0
0029277914,1,../input/train/0/0/2/0029277914.npy,0,1.0
002b5e1f58,1,../input/train/0/0/2/002b5e1f58.npy,0,1.0
002b766b27,0,../input/train/0/0/2/002b766b27.npy,0,0.30395508
002c474e05,1,../input/train/0/0/2/002c474e05.npy,0,1.0
002f73c8ba,1,../input/train/0/0/2/002f73c8ba.npy,0,0.9980469
0032d5fe4c,0,../input/train/0/0/3/0032d5fe4c.npy,0,0.22729492
00334cedd6,1,../input/train/0/0/3/00334cedd6.npy,0,0.13244629
0034c04a6b,0,../input/train/0/0/3/0034c04a6b.npy,0,0.16992188
003593de60,0,../input/train/0/0/3/003593de60.npy,0,0.10797119
0036747940,0,../input/train/0/0/3/0036747940.npy,0,0.14611816
0036905958,1,../input/train/0/0/3/0036905958.npy,0,1.0
0037ef2c23,0,../input/train/0/0/3/0037ef2c23.npy,0,0.07208252
003940c4f7,1,../input/train/0/0/3/003940c4f7.npy,0,1.0
003c08891b,0,../input/train/0/0/3/003c08891b.npy,0,0.15820312
003c0a48ae,0,../input/train/0/0/3/003c0a48ae.npy,0,0.4140625
003c3faf90,0,../input/train/0/0/3/003c3faf90.npy,0,0.054901123
00401e4e2e,0,../input/train/0/0/4/00401e4e2e.npy,0,0.1977539
0040f20442,0,../input/train/0/0/4/0040f20442.npy,0,0.08251953
00416e6902,1,../input/train/0/0/4/00416e6902.npy,0,1.0
0041b6d397,0,../input/train/0/0/4/0041b6d397.npy,0,0.2541504
0042b66d54,0,../input/train/0/0/4/0042b66d54.npy,0,0.16064453
0042ec94f8,1,../input/train/0/0/4/0042ec94f8.npy,0,1.0
00432ac4e3,0,../input/train/0/0/4/00432ac4e3.npy,0,0.2763672
00433658db,1,../input/train/0/0/4/00433658db.npy,0,0.3894043
0044b50d7a,0,../input/train/0/0/4/0044b50d7a.npy,0,0.08947754
0045f7155b,0,../input/train/0/0/4/0045f7155b.npy,0,0.2290039
0048fc9e46,1,../input/train/0/0/4/0048fc9e46.npy,0,0.9941406
004a21b6c4,1,../input/train/0/0/4/004a21b6c4.npy,0,0.95947266
004d69d9ad,1,../input/train/0/0/4/004d69d9ad.npy,0,0.42822266
004edf0985,1,../input/train/0/0/4/004edf0985.npy,0,0.36254883
005070a2cb,0,../input/train/0/0/5/005070a2cb.npy,0,0.16442871
0051d50149,1,../input/train/0/0/5/0051d50149.npy,0,1.0
0052048168,1,../input/train/0/0/5/0052048168.npy,0,1.0
005310772f,0,../input/train/0/0/5/005310772f.npy,0,0.2355957
0053e3931e,0,../input/train/0/0/5/0053e3931e.npy,0,0.076293945
00547ed62e,0,../input/train/0/0/5/00547ed62e.npy,0,0.16894531
0054863511,1,../input/train/0/0/5/0054863511.npy,0,0.36035156
00549586b4,1,../input/train/0/0/5/00549586b4.npy,0,1.0
0054d34fbb,1,../input/train/0/0/5/0054d34fbb.npy,0,0.26464844
0054e55647,0,../input/train/0/0/5/0054e55647.npy,0,0.08331299
0055105f87,1,../input/train/0/0/5/0055105f87.npy,0,0.5571289
00554ea00b,0,../input/train/0/0/5/00554ea00b.npy,0,0.18444824
00564b1518,1,../input/train/0/0/5/00564b1518.npy,0,0.19555664
0056a6dedf,0,../input/train/0/0/5/0056a6dedf.npy,0,0.18664551
0056aa8b5f,1,../input/train/0/0/5/0056aa8b5f.npy,0,0.097229004
005750b782,0,../input/train/0/0/5/005750b782.npy,0,0.10430908
00587357f8,1,../input/train/0/0/5/00587357f8.npy,0,1.0
005a2e20e1,0,../input/train/0/0/5/005a2e20e1.npy,0,0.59033203
005a61aac7,0,../input/train/0/0/5/005a61aac7.npy,0,0.15197754
005a8eaadf,1,../input/train/0/0/5/005a8eaadf.npy,0,1.0
005b9aa1bb,0,../input/train/0/0/5/005b9aa1bb.npy,0,0.51220703
005c5d02e1,0,../input/train/0/0/5/005c5d02e1.npy,0,0.10614014
005ce03edb,0,../input/train/0/0/5/005ce03edb.npy,0,0.19946289
005d44f222,0,../input/train/0/0/5/005d44f222.npy,0,0.23400879
005e33b8da,0,../input/train/0/0/5/005e33b8da.npy,0,0.59765625
005e98c344,1,../input/train/0/0/5/005e98c344.npy,0,0.98291016
005ebb5c06,0,../input/train/0/0/5/005ebb5c06.npy,0,0.09436035
005ec2ab2e,1,../input/train/0/0/5/005ec2ab2e.npy,0,1.0
005f4ab1c4,1,../input/train/0/0/5/005f4ab1c4.npy,0,1.0
0061b6d36a,0,../input/train/0/0/6/0061b6d36a.npy,0,0.1517334
0061c9a516,1,../input/train/0/0/6/0061c9a516.npy,0,0.29589844
0062bebd80,1,../input/train/0/0/6/0062bebd80.npy,0,0.2211914
0062e50f2f,0,../input/train/0/0/6/0062e50f2f.npy,0,0.112976074
0063452821,0,../input/train/0/0/6/0063452821.npy,0,0.20507812
0063875ff2,1,../input/train/0/0/6/0063875ff2.npy,0,1.0
00644b92e4,1,../input/train/0/0/6/00644b92e4.npy,0,0.15795898
